Gene,Reference
ARF5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MAPRE1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
FBXO42,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
NEU1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
LSM2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
VARS,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ZBTB17,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
POFUT1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SPEN,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CSNK2B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C6orf47,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
BAG6,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ISCA1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
YME1L1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TPP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CCDC22,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HLA-C,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
UBQLN1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
OTUD5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PPP1R10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
STK24,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KIAA2013,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TIMM17B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HLA-E,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
BMI1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MAD2L2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PPP1CA,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PPP1R11,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HLA-A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RACK1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
MTOR,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
YIF1A,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CST3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
EXOSC10,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
SRM,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DNAJC1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ARAF,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DTD1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
CLN5,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RERE,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HMGN4,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DNAJC11,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PHF13,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
KLHL21,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
POLR1E,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
VPS36,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RGP1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GBA2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
C6orf62,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
LRRC47,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
TPRG1L,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
APRT,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
HSPA14,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ATP6AP2,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
RER1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
ITM2B,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
PRPF18,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
DYNLT3,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
GNB1,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
UQCRQ,HRT Atlas v1.0 database: redefining human and mouse housekeeping genes and candidate reference transcripts by mining massive RNA-seq datasets | Nucleic Acids Research | Oxford Academic (oup.com)
